request_rate,time_gap_ms,failed_logins,packet_size_kb,payload_entropy,label
16.85,87.04,7,1.2,6.09,Attack
4.34,958.49,1,7.46,2.06,Normal
1.69,814.8,0,4.85,2.05,Normal
9.18,62.66,12,0.48,7.81,Attack
2.95,438.67,0,7.21,3.15,Normal
9.33,95.55,12,0.34,6.73,Attack
4.13,933.67,2,7.86,2.03,Normal
3.92,484.77,2,7.16,4.64,Normal
1.55,1069.94,1,9.94,2.39,Normal
4.68,598.58,0,8.24,3.55,Normal
12.87,141.46,9,0.82,7.21,Attack
3.5,1120.55,0,6.77,2.63,Normal
9.85,94.97,15,0.92,6.79,Attack
17.64,41.6,13,0.56,7.09,Attack
18.86,42.21,13,0.99,7.5,Attack
13.87,106.15,7,0.83,8.27,Attack
3.38,654.2,0,3.73,3.64,Normal
13.28,138.27,9,1.49,7.78,Attack
1.8,985.89,1,4.07,2.43,Normal
23.51,115.47,4,0.62,7.71,Attack
2.89,247.37,0,8.14,3.62,Normal
4.49,641.85,1,4.11,4.54,Normal
16.6,50.4,15,0.19,6.46,Attack
4.24,354.76,2,8.43,2.08,Normal
19.06,147.25,5,0.32,8.3,Attack
4.33,693.18,0,2.34,3.32,Normal
14.79,24.58,11,0.23,6.25,Attack
20.27,25.96,7,0.84,8.43,Attack
2.82,496.09,1,3.0,2.55,Normal
2.57,755.54,0,1.47,4.8,Normal
19.95,147.98,10,0.44,7.71,Attack
22.54,120.72,11,0.26,6.61,Attack
15.59,60.36,5,1.2,6.46,Attack
2.01,237.41,2,2.7,2.32,Normal
10.55,51.42,8,0.75,6.43,Attack
2.53,491.8,2,5.61,3.28,Normal
4.19,980.16,1,6.01,4.3,Normal
2.97,387.18,1,6.2,2.41,Normal
1.0,1083.96,1,8.03,3.71,Normal
13.3,44.34,5,0.62,7.3,Attack
4.28,628.48,1,5.13,3.78,Normal
18.78,50.65,9,0.44,7.95,Attack
4.74,497.56,1,1.64,4.22,Normal
24.61,100.33,11,0.54,6.21,Attack
19.61,149.72,6,1.47,8.24,Attack
4.71,225.49,0,8.57,3.97,Normal
2.8,251.16,0,3.22,2.65,Normal
9.85,63.85,10,0.59,6.51,Attack
3.15,1092.38,2,7.77,2.99,Normal
3.26,614.1,0,1.28,2.64,Normal
15.48,117.26,13,1.27,6.19,Attack
18.51,62.34,10,1.39,6.81,Attack
24.31,28.12,14,1.21,7.39,Attack
9.28,47.28,13,0.1,7.08,Attack
2.11,873.52,1,3.95,3.7,Normal
24.31,101.28,4,0.36,7.47,Attack
1.31,1001.61,0,3.85,2.33,Normal
24.33,76.67,5,1.33,6.43,Attack
4.78,513.92,1,1.37,3.4,Normal
1.1,1011.0,2,5.96,3.22,Normal
17.61,54.78,8,1.01,7.78,Attack
0.53,820.98,2,4.93,2.75,Normal
10.12,28.45,6,0.48,8.54,Attack
20.89,81.16,12,0.29,8.7,Attack
0.92,534.52,1,6.24,3.37,Normal
21.37,54.24,9,0.27,8.51,Attack
17.07,29.51,12,0.32,6.31,Attack
20.64,31.45,14,0.64,6.9,Attack
3.69,451.21,1,1.02,3.05,Normal
2.18,1186.04,1,6.26,2.22,Normal
12.48,44.75,7,1.4,7.51,Attack
2.54,1177.77,2,1.07,2.39,Normal
23.32,21.97,12,0.86,6.17,Attack
19.27,91.78,12,1.04,7.66,Attack
14.67,147.8,5,1.22,6.15,Attack
13.22,125.45,12,1.18,6.38,Attack
10.3,72.68,12,1.14,7.54,Attack
20.51,50.7,13,0.88,7.6,Attack
21.85,58.74,8,0.63,8.94,Attack
1.01,257.04,0,9.39,3.79,Normal
10.05,140.11,6,0.42,7.95,Attack
2.33,476.37,1,4.8,3.02,Normal
19.82,147.54,10,0.86,6.82,Attack
14.12,45.85,12,0.88,8.26,Attack
15.1,37.49,10,0.45,8.65,Attack
2.83,899.65,2,3.64,2.19,Normal
1.12,810.89,0,5.96,3.29,Normal
3.1,991.99,1,2.44,4.61,Normal
16.99,106.72,4,0.55,7.36,Attack
16.03,50.32,8,1.19,6.26,Attack
19.61,129.24,13,0.28,8.66,Attack
3.27,282.58,2,8.79,2.74,Normal
23.6,52.99,14,1.01,8.45,Attack
17.11,57.17,11,0.15,8.72,Attack
10.89,96.54,14,0.56,7.64,Attack
1.88,240.74,1,1.08,2.44,Normal
3.34,947.39,0,9.53,3.79,Normal
2.21,526.67,0,9.96,2.08,Normal
23.15,87.9,9,0.2,8.13,Attack
16.17,71.23,15,1.25,8.75,Attack
1.03,732.02,0,5.77,2.25,Normal
3.8,480.9,0,6.91,4.57,Normal
13.1,143.04,4,0.41,8.25,Attack
10.24,81.28,6,0.81,8.05,Attack
16.47,36.35,11,0.47,8.06,Attack
3.47,846.41,1,9.86,4.65,Normal
24.72,29.19,6,1.08,6.6,Attack
13.94,89.0,7,0.56,6.31,Attack
19.72,127.44,10,0.96,7.58,Attack
8.75,116.71,4,0.9,6.84,Attack
17.54,118.39,7,0.52,6.08,Attack
11.54,51.99,14,0.27,6.35,Attack
4.73,594.13,2,1.8,2.01,Normal
0.85,469.57,1,3.23,3.76,Normal
3.82,1161.89,2,9.23,2.06,Normal
2.81,926.78,2,8.08,3.0,Normal
1.27,863.06,0,2.67,4.28,Normal
15.13,70.98,6,0.14,7.82,Attack
4.5,282.8,1,2.37,3.24,Normal
17.79,91.81,4,0.25,7.02,Attack
0.78,1192.34,0,4.78,2.21,Normal
24.25,23.95,6,0.25,7.41,Attack
8.29,41.71,9,0.57,6.01,Attack
10.2,132.93,6,1.19,8.4,Attack
2.18,1151.85,2,9.0,2.78,Normal
18.61,77.67,12,0.74,6.96,Attack
2.51,1091.56,1,4.08,3.3,Normal
22.14,134.74,6,1.23,7.09,Attack
4.63,857.15,0,1.78,3.69,Normal
4.86,1096.37,0,9.24,4.94,Normal
1.1,1136.84,2,9.31,4.57,Normal
1.5,817.82,2,6.52,2.07,Normal
24.56,65.72,13,1.0,6.7,Attack
13.83,148.89,14,1.04,8.38,Attack
2.23,426.2,2,4.33,2.21,Normal
15.28,110.37,9,1.23,6.22,Attack
10.26,51.96,6,0.98,8.11,Attack
14.0,57.94,9,1.07,8.4,Attack
4.0,445.23,0,4.9,3.17,Normal
2.88,982.36,2,3.14,4.25,Normal
1.31,973.64,2,9.61,3.09,Normal
3.93,502.01,1,1.38,4.11,Normal
4.07,955.49,0,6.21,4.31,Normal
15.4,128.45,11,1.28,8.69,Attack
2.57,453.06,0,8.88,4.48,Normal
9.84,85.83,13,0.5,8.42,Attack
3.74,605.01,1,4.21,4.21,Normal
10.66,134.01,4,1.27,8.06,Attack
21.1,138.49,7,1.5,8.08,Attack
23.54,112.99,9,0.73,8.35,Attack
14.37,110.92,5,0.36,7.05,Attack
1.84,262.76,2,4.54,2.41,Normal
2.26,892.45,2,5.23,3.82,Normal
12.07,44.94,6,1.13,7.01,Attack
12.2,138.7,4,0.48,6.98,Attack
9.13,24.04,9,1.24,6.11,Attack
17.61,119.07,14,0.12,6.89,Attack
2.14,1186.58,0,4.08,4.63,Normal
1.08,832.65,1,5.63,3.06,Normal
2.08,950.3,1,6.39,2.51,Normal
3.94,785.15,2,2.73,2.17,Normal
14.62,40.71,4,1.14,8.29,Attack
22.31,134.87,15,0.13,8.24,Attack
2.05,1140.12,2,3.49,4.21,Normal
8.07,74.63,6,0.55,6.73,Attack
9.12,63.8,12,0.32,6.85,Attack
10.92,42.97,14,0.86,7.0,Attack
21.54,101.34,12,0.23,7.94,Attack
14.57,111.45,13,1.48,7.66,Attack
23.52,71.73,12,1.49,8.93,Attack
13.8,64.26,15,1.02,8.67,Attack
10.61,83.86,10,1.2,6.41,Attack
3.97,457.55,2,1.34,3.19,Normal
4.36,386.22,1,8.77,4.6,Normal
3.14,637.77,2,9.37,2.43,Normal
24.47,91.74,4,0.7,6.29,Attack
18.55,93.13,9,0.61,7.12,Attack
3.81,798.63,0,6.6,2.25,Normal
13.1,127.1,15,1.2,8.57,Attack
23.88,68.96,14,0.36,8.97,Attack
4.51,205.08,1,8.8,4.71,Normal
11.32,58.65,14,0.78,6.66,Attack
1.51,732.83,2,7.18,4.12,Normal
0.67,1192.23,1,8.34,4.15,Normal
17.96,79.13,6,1.33,6.69,Attack
4.4,234.85,1,1.32,4.01,Normal
2.33,244.64,0,6.66,4.59,Normal
9.88,91.02,15,0.4,7.9,Attack
10.59,38.57,7,0.69,7.08,Attack
4.93,620.2,1,9.62,2.35,Normal
11.14,60.64,5,0.34,8.59,Attack
23.2,23.59,15,1.38,6.54,Attack
11.6,101.44,13,1.23,7.81,Attack
17.82,84.78,14,1.3,6.75,Attack
2.05,339.21,1,5.21,4.95,Normal
19.95,102.43,6,1.48,7.33,Attack
15.55,144.74,5,0.85,6.83,Attack
22.88,25.74,14,1.11,7.75,Attack
3.85,767.61,0,4.0,4.25,Normal
15.29,74.43,9,1.41,7.93,Attack
1.32,415.46,0,8.15,4.55,Normal
21.82,81.37,8,0.28,7.9,Attack
15.2,105.5,12,0.45,8.17,Attack
11.02,145.09,11,0.41,8.12,Attack
18.52,109.7,4,0.9,8.9,Attack
19.75,118.95,4,1.28,6.34,Attack
3.46,562.28,1,3.11,2.77,Normal
3.37,485.73,2,2.21,4.58,Normal
3.93,1008.67,2,6.64,2.74,Normal
1.85,202.96,1,6.34,3.91,Normal
4.24,345.69,1,3.35,2.63,Normal
8.39,132.86,14,0.87,6.89,Attack
10.38,79.88,11,0.18,7.7,Attack
1.74,1147.14,0,7.59,2.02,Normal
18.56,30.37,10,1.25,6.13,Attack
8.37,52.35,13,1.18,7.57,Attack
24.85,24.1,11,1.45,7.23,Attack
1.5,614.31,2,4.6,4.79,Normal
19.35,121.74,4,1.26,7.44,Attack
9.76,144.74,15,0.89,8.23,Attack
17.48,91.0,14,0.33,7.7,Attack
4.43,680.82,0,5.98,4.15,Normal
4.87,410.45,0,5.29,3.39,Normal
2.56,979.54,2,8.36,3.22,Normal
24.88,66.68,12,0.64,6.67,Attack
4.95,895.83,1,1.66,2.56,Normal
2.12,553.74,1,4.8,2.7,Normal
4.4,667.9,0,3.41,2.01,Normal
16.8,141.54,5,0.3,6.55,Attack
14.44,74.62,13,0.72,6.9,Attack
24.78,32.48,15,0.37,7.28,Attack
2.13,571.61,2,4.06,3.82,Normal
19.99,101.95,5,0.19,8.29,Attack
24.9,98.71,13,1.49,7.09,Attack
13.36,112.01,10,0.74,6.65,Attack
2.39,805.99,0,7.87,3.96,Normal
13.63,57.94,6,0.52,7.7,Attack
4.84,414.36,2,1.7,3.47,Normal
14.54,84.78,7,0.42,7.91,Attack
22.66,95.23,11,0.73,7.61,Attack
3.26,1055.47,1,6.43,3.89,Normal
4.05,601.39,1,1.99,2.15,Normal
13.43,78.89,11,0.35,7.63,Attack
9.51,64.44,13,1.15,6.58,Attack
1.91,541.02,2,2.11,4.11,Normal
1.76,522.56,1,1.06,4.23,Normal
14.16,135.0,4,1.34,8.39,Attack
20.73,59.88,10,0.13,6.88,Attack
17.28,48.57,15,1.23,7.82,Attack
16.91,61.19,13,0.83,6.31,Attack
1.79,1136.38,2,9.49,4.74,Normal
4.7,1113.18,0,7.49,4.97,Normal
19.45,116.58,5,1.15,8.01,Attack
3.2,1052.38,2,3.95,3.87,Normal
2.65,741.72,2,3.42,2.18,Normal
3.03,853.86,1,8.59,4.29,Normal
18.28,133.82,15,0.98,6.77,Attack
19.92,35.03,5,0.63,7.52,Attack
2.26,945.29,1,4.72,4.01,Normal
3.75,1111.34,0,9.87,2.14,Normal
12.23,92.87,13,0.79,7.12,Attack
4.64,322.9,2,6.72,2.29,Normal
3.15,805.36,1,5.41,3.97,Normal
20.17,98.85,7,0.46,6.26,Attack
3.16,1066.64,2,4.56,4.57,Normal
11.48,131.4,13,1.07,7.45,Attack
14.21,141.45,5,0.9,6.35,Attack
8.33,143.76,4,0.76,8.35,Attack
1.74,667.11,1,2.88,2.24,Normal
3.68,222.49,1,7.19,2.62,Normal
20.44,138.64,12,0.65,7.66,Attack
2.86,764.6,1,1.78,3.52,Normal
10.28,130.33,14,0.65,8.43,Attack
11.97,31.73,6,1.35,8.03,Attack
14.32,95.19,14,1.4,6.33,Attack
0.9,604.87,2,9.55,3.62,Normal
17.94,79.52,4,1.06,8.89,Attack
1.27,374.07,1,5.94,2.23,Normal
0.81,499.16,2,5.16,2.53,Normal
14.69,43.86,13,0.93,8.79,Attack
4.2,924.65,0,4.24,3.35,Normal
1.97,1049.63,2,2.9,2.04,Normal
1.25,1198.96,2,6.1,3.36,Normal
24.75,87.37,15,1.13,8.12,Attack
18.15,67.33,10,0.99,7.43,Attack
3.89,655.88,0,7.99,3.34,Normal
2.14,730.54,2,8.02,2.36,Normal
20.4,68.67,10,0.22,6.98,Attack
15.95,46.29,13,0.26,8.4,Attack
22.89,121.33,5,1.02,7.53,Attack
11.29,34.67,11,1.0,8.37,Attack
17.47,27.72,11,1.48,7.73,Attack
18.31,42.69,9,0.36,6.51,Attack
19.14,63.47,13,0.15,7.72,Attack
13.27,119.91,10,0.17,6.38,Attack
16.52,92.88,5,0.49,8.84,Attack
4.47,203.71,0,8.67,3.89,Normal
21.82,41.73,10,0.49,8.25,Attack
1.08,1196.48,1,1.32,2.25,Normal
21.06,27.56,7,0.73,6.76,Attack
0.59,261.1,2,3.21,3.56,Normal
2.04,648.58,2,9.43,4.31,Normal
1.67,981.68,0,4.08,3.45,Normal
3.12,882.14,1,9.64,3.64,Normal
19.84,98.51,14,0.33,7.15,Attack
3.95,282.69,2,7.39,3.04,Normal
3.06,879.9,2,1.79,4.57,Normal
12.5,137.48,12,1.5,6.99,Attack
3.43,858.28,0,4.61,2.82,Normal
12.45,104.98,12,0.55,6.26,Attack
4.01,503.26,1,4.52,2.56,Normal
24.91,127.94,9,0.12,8.18,Attack
13.15,117.85,5,1.39,8.6,Attack
4.57,1103.19,1,7.14,3.19,Normal
2.93,1155.07,2,2.4,2.19,Normal
14.6,98.78,9,0.42,8.81,Attack
10.43,110.07,7,0.68,7.87,Attack
2.69,317.01,1,8.55,3.13,Normal
18.47,94.04,9,0.57,8.95,Attack
3.24,738.16,0,2.83,4.74,Normal
2.69,804.95,2,1.85,2.01,Normal
20.62,91.1,8,0.87,8.13,Attack
3.13,369.9,2,3.77,3.09,Normal
22.31,139.14,4,1.2,8.68,Attack
10.03,74.89,12,1.14,6.07,Attack
1.0,1026.85,1,5.89,2.11,Normal
16.46,149.46,11,0.93,7.93,Attack
8.68,66.36,12,0.13,6.48,Attack
3.32,745.9,2,3.81,4.37,Normal
12.36,74.6,8,0.84,6.76,Attack
10.6,140.36,12,0.13,8.28,Attack
18.46,114.02,4,0.3,6.4,Attack
3.2,1055.54,2,1.11,4.53,Normal
16.78,45.54,6,1.0,8.61,Attack
3.47,792.96,2,4.15,4.75,Normal
0.53,662.98,0,2.95,3.6,Normal
4.86,765.92,1,3.42,3.54,Normal
1.28,318.32,1,7.16,3.47,Normal
12.53,68.51,8,1.21,8.21,Attack
1.42,322.72,2,3.98,2.26,Normal
12.75,124.07,13,0.97,6.35,Attack
1.3,344.13,1,4.12,4.81,Normal
3.31,527.52,2,4.64,3.7,Normal
18.39,75.48,7,1.25,8.78,Attack
3.36,558.71,1,2.55,2.45,Normal
12.84,104.74,12,0.68,6.46,Attack
15.96,65.79,15,0.44,7.81,Attack
1.99,263.8,0,4.58,2.42,Normal
2.41,630.18,1,8.41,4.89,Normal
3.3,1039.66,0,7.52,4.24,Normal
10.49,145.04,5,0.42,7.67,Attack
2.75,703.1,1,9.79,3.66,Normal
1.59,448.67,0,5.77,4.01,Normal
4.58,1115.07,2,1.37,4.13,Normal
23.58,42.45,8,0.46,8.03,Attack
22.67,54.92,5,0.7,6.23,Attack
24.36,111.46,5,0.88,6.21,Attack
12.98,141.01,6,0.41,8.61,Attack
3.24,666.03,0,7.0,4.61,Normal
1.13,351.49,2,9.27,4.53,Normal
21.32,81.25,6,0.17,6.78,Attack
16.78,135.63,7,0.8,7.31,Attack
12.93,94.55,8,0.49,8.76,Attack
4.24,439.24,2,2.4,2.76,Normal
1.31,281.16,1,5.7,2.53,Normal
1.6,888.7,0,9.27,4.87,Normal
3.07,1071.72,1,5.95,4.79,Normal
3.97,487.01,2,8.23,2.9,Normal
24.08,46.3,12,0.31,7.23,Attack
3.77,359.51,1,5.4,4.99,Normal
3.2,1188.29,1,6.73,3.22,Normal
17.1,105.98,13,0.9,7.66,Attack
20.9,28.15,11,0.98,6.67,Attack
16.57,145.92,6,1.28,6.32,Attack
22.37,62.77,15,0.97,8.72,Attack
24.83,96.95,7,0.25,8.52,Attack
2.95,1031.25,1,3.16,2.31,Normal
10.23,131.25,7,0.23,7.22,Attack
24.31,28.51,13,0.86,6.51,Attack
3.98,344.99,1,5.67,4.33,Normal
13.21,113.46,4,0.25,7.19,Attack
23.11,92.0,9,1.03,7.34,Attack
4.1,930.14,2,1.46,3.26,Normal
2.77,584.59,1,8.35,2.05,Normal
3.55,414.19,1,4.13,4.86,Normal
3.09,500.88,2,6.86,3.56,Normal
10.96,141.18,5,1.45,7.47,Attack
15.99,105.38,12,1.13,8.93,Attack
3.33,283.02,0,1.01,2.41,Normal
3.0,678.1,2,1.94,2.73,Normal
9.79,144.55,6,1.15,8.04,Attack
2.07,735.7,2,7.74,2.88,Normal
17.62,25.61,13,0.51,7.99,Attack
3.23,1186.01,1,7.16,3.39,Normal
23.48,22.54,10,0.98,8.47,Attack
9.92,87.85,13,0.82,7.12,Attack
15.48,45.86,14,1.16,7.77,Attack
21.8,33.69,7,0.78,8.34,Attack
2.38,902.49,2,1.32,4.4,Normal
2.26,698.39,1,8.37,3.83,Normal
4.62,1012.73,0,5.95,2.11,Normal
22.18,70.02,6,0.68,7.36,Attack
15.79,34.23,5,1.23,8.3,Attack
18.21,27.05,5,0.31,6.94,Attack
12.26,39.97,6,1.13,8.88,Attack
3.5,534.26,2,3.26,4.83,Normal
1.84,1119.78,2,1.68,2.41,Normal
1.77,738.54,0,8.31,2.23,Normal
1.0,622.82,1,7.77,3.47,Normal
2.03,435.84,1,6.9,4.54,Normal
24.48,142.35,6,0.6,7.6,Attack
17.72,38.48,5,1.41,6.23,Attack
2.78,295.37,1,4.57,3.15,Normal
12.36,149.74,7,1.12,8.11,Attack
1.03,600.97,1,6.61,4.51,Normal
1.37,778.01,0,6.01,2.1,Normal
1.75,883.84,1,4.86,4.64,Normal
1.79,347.39,2,4.1,4.34,Normal
24.26,112.44,12,1.04,6.54,Attack
3.38,443.47,0,4.6,2.89,Normal
21.34,39.73,15,0.69,7.28,Attack
19.28,20.15,4,0.32,6.58,Attack
0.98,701.45,2,8.41,2.94,Normal
14.96,70.32,5,0.69,6.28,Attack
0.93,345.59,1,4.01,2.14,Normal
3.86,634.64,1,8.07,3.69,Normal
23.8,91.08,11,0.66,6.49,Attack
0.86,972.75,2,2.54,3.05,Normal
4.42,918.3,1,4.08,3.12,Normal
3.97,1039.0,1,6.26,4.04,Normal
1.57,1095.71,2,5.31,3.49,Normal
2.65,535.53,2,9.31,3.89,Normal
22.73,100.1,6,0.66,8.88,Attack
3.06,613.68,0,8.83,2.66,Normal
1.54,552.68,1,9.97,2.49,Normal
4.95,592.83,0,6.33,2.2,Normal
0.87,562.29,2,8.16,3.05,Normal
3.03,856.95,0,8.22,3.8,Normal
2.22,689.21,0,3.44,2.74,Normal
16.19,27.85,9,0.94,7.34,Attack
3.31,363.55,0,5.33,2.28,Normal
16.68,138.32,10,0.67,8.95,Attack
3.52,671.71,1,1.06,4.41,Normal
4.07,826.3,0,1.01,3.77,Normal
1.89,867.95,2,8.77,3.7,Normal
2.8,839.76,1,6.61,4.78,Normal
4.41,540.62,0,1.58,3.0,Normal
1.53,546.87,1,3.46,2.33,Normal
8.27,71.22,6,1.28,6.85,Attack
20.32,92.52,11,0.98,6.9,Attack
2.29,272.07,0,3.17,4.5,Normal
1.11,262.18,0,1.02,3.65,Normal
20.53,135.19,7,0.33,8.63,Attack
20.68,115.35,5,1.25,6.29,Attack
18.22,27.66,5,0.28,8.54,Attack
4.43,1170.08,1,3.56,3.66,Normal
11.67,37.07,4,0.49,8.12,Attack
4.51,754.29,1,6.66,4.03,Normal
11.0,79.49,13,0.18,6.5,Attack
14.86,72.69,9,0.9,8.44,Attack
1.86,619.2,1,9.99,3.52,Normal
4.54,339.82,1,1.73,3.57,Normal
1.39,888.44,2,1.71,2.65,Normal
13.95,61.54,7,0.26,8.15,Attack
2.5,646.13,2,2.01,3.83,Normal
21.61,43.38,10,0.78,8.14,Attack
1.21,591.36,0,7.89,4.33,Normal
3.77,1159.68,1,2.03,2.72,Normal
1.3,1045.24,0,5.79,4.44,Normal
9.51,108.82,7,0.34,8.15,Attack
2.31,1062.72,0,2.7,2.68,Normal
8.31,39.58,8,0.57,8.88,Attack
15.54,137.42,10,0.86,6.85,Attack
24.12,73.17,13,1.17,8.97,Attack
0.52,722.37,0,8.71,3.69,Normal
24.3,89.67,7,0.65,6.86,Attack
4.34,1099.28,2,5.68,4.99,Normal
18.39,65.99,8,0.91,7.06,Attack
1.8,1104.23,0,2.19,3.98,Normal
2.35,1004.97,2,8.11,3.53,Normal
14.62,142.12,9,0.32,7.04,Attack
2.23,976.69,2,8.18,3.41,Normal
9.74,94.41,15,1.3,6.58,Attack
3.65,1175.76,1,8.02,4.68,Normal
4.2,905.73,1,7.79,2.61,Normal
18.42,23.48,14,0.86,8.72,Attack
4.9,880.11,2,6.58,4.75,Normal
15.59,40.7,14,1.12,7.84,Attack
3.43,735.11,0,5.49,3.77,Normal
3.37,365.85,0,3.33,4.31,Normal
18.17,141.16,8,0.69,7.98,Attack
2.21,217.89,2,9.01,3.0,Normal
15.77,74.55,5,0.37,8.82,Attack
15.55,91.05,11,0.54,8.15,Attack
3.05,712.64,2,7.52,4.53,Normal
23.17,33.93,13,0.81,8.26,Attack
1.77,891.51,0,8.44,3.67,Normal
4.68,464.13,1,9.53,4.31,Normal
13.15,59.53,4,1.11,6.48,Attack
3.33,379.19,0,5.59,4.37,Normal
2.8,755.89,0,5.23,2.99,Normal
24.1,128.05,14,0.17,6.59,Attack
19.39,83.4,7,0.32,8.45,Attack
1.57,782.0,2,1.73,3.22,Normal
4.8,842.66,1,2.47,3.64,Normal
8.2,44.03,12,1.36,6.15,Attack
23.26,42.92,5,1.27,6.2,Attack
14.8,119.85,10,0.17,8.23,Attack
10.95,135.12,11,0.58,8.71,Attack
16.78,20.85,11,0.35,7.53,Attack
1.06,1039.34,1,8.61,2.34,Normal
20.53,67.53,4,0.96,8.4,Attack
3.07,530.35,2,4.93,2.63,Normal
3.63,505.76,1,1.94,3.49,Normal
14.35,46.05,8,0.43,6.43,Attack
1.03,291.33,0,2.61,3.14,Normal
23.7,34.9,11,1.33,7.02,Attack
16.87,80.9,11,0.69,7.39,Attack
1.48,1069.46,2,4.42,2.24,Normal
2.6,248.62,1,7.86,4.7,Normal
4.68,281.64,0,1.28,3.77,Normal
17.69,129.83,13,0.3,7.61,Attack
2.12,884.61,1,5.32,2.84,Normal
2.98,915.73,2,9.31,2.32,Normal
0.56,982.96,0,2.2,2.47,Normal
12.8,112.3,13,1.38,8.64,Attack
10.1,66.77,4,0.37,6.17,Attack
3.88,694.74,1,5.25,2.38,Normal
9.66,92.58,10,0.93,8.53,Attack
4.45,595.0,2,9.7,4.2,Normal
4.91,907.14,0,6.07,2.04,Normal
24.34,77.39,9,0.98,7.47,Attack
3.18,768.96,0,7.88,3.02,Normal
22.2,49.03,14,0.67,7.61,Attack
23.84,85.17,15,1.39,7.64,Attack
21.52,97.69,5,0.21,7.5,Attack
12.22,110.93,6,0.14,8.77,Attack
21.04,149.02,7,0.91,6.31,Attack
4.16,809.46,1,6.48,2.15,Normal
10.36,108.57,4,0.19,8.88,Attack
14.1,125.74,4,0.83,6.7,Attack
14.21,100.01,5,0.19,6.19,Attack
20.79,62.4,14,1.3,8.6,Attack
1.13,300.32,0,7.12,3.78,Normal
3.8,210.56,1,4.96,4.6,Normal
1.86,506.58,0,2.33,3.68,Normal
13.44,34.86,11,1.1,8.33,Attack
8.76,64.63,5,0.65,7.66,Attack
24.58,123.72,13,0.82,6.72,Attack
11.03,143.52,9,1.34,7.94,Attack
18.8,139.19,13,0.94,7.61,Attack
9.16,124.83,13,0.71,7.88,Attack
21.36,46.18,8,1.49,7.24,Attack
0.53,1040.56,0,9.37,2.36,Normal
17.72,24.95,10,1.46,8.56,Attack
1.03,314.35,2,9.76,4.92,Normal
3.06,1025.96,2,9.44,4.84,Normal
23.92,100.47,15,1.04,8.02,Attack
2.75,1186.89,2,2.15,3.58,Normal
15.15,124.75,4,0.98,8.46,Attack
1.17,1067.33,1,4.23,2.83,Normal
3.33,937.18,2,5.26,4.83,Normal
4.09,813.8,0,8.78,3.6,Normal
3.98,523.46,0,6.21,4.8,Normal
21.59,119.63,9,0.68,8.33,Attack
4.78,441.81,0,1.78,2.9,Normal
0.82,476.33,2,5.73,4.67,Normal
3.75,944.98,0,9.67,4.59,Normal
4.3,1180.01,2,3.58,2.36,Normal
3.94,956.87,1,5.88,4.58,Normal
11.52,143.36,12,0.66,7.76,Attack
2.11,573.4,1,2.2,3.1,Normal
24.03,38.85,14,1.31,7.96,Attack
12.83,24.03,13,1.07,8.78,Attack
21.15,109.7,12,1.3,7.07,Attack
2.89,687.76,1,3.8,2.45,Normal
0.72,564.73,1,1.73,4.85,Normal
14.02,88.26,4,1.21,8.73,Attack
2.4,294.48,1,6.65,2.61,Normal
0.91,539.04,2,3.02,2.16,Normal
1.6,378.29,0,2.74,2.71,Normal
10.04,123.44,11,0.69,7.49,Attack
4.26,926.15,1,1.74,3.05,Normal
0.66,848.4,1,9.72,2.11,Normal
12.39,117.47,12,1.11,6.8,Attack
16.35,48.85,5,0.58,6.64,Attack
24.4,73.37,6,1.13,6.79,Attack
23.63,65.93,7,1.11,8.56,Attack
2.41,1022.84,0,3.09,2.33,Normal
20.21,56.58,10,0.81,6.13,Attack
0.53,1115.26,2,8.47,4.79,Normal
3.72,390.62,0,4.97,4.07,Normal
13.85,119.36,5,0.37,7.02,Attack
19.14,89.73,10,0.22,8.36,Attack
23.72,20.81,14,0.38,6.66,Attack
16.78,44.23,8,1.03,6.74,Attack
3.84,994.99,1,7.51,4.93,Normal
10.33,73.44,8,1.24,6.95,Attack
3.11,1004.34,1,2.47,3.04,Normal
3.58,1041.83,0,1.06,4.36,Normal
15.0,67.44,14,0.62,6.76,Attack
8.69,120.12,13,0.74,6.73,Attack
1.4,1010.51,0,3.22,3.04,Normal
12.74,76.61,13,1.4,8.76,Attack
12.8,149.51,6,0.21,7.75,Attack
1.03,1005.9,2,9.64,2.15,Normal
3.54,919.28,2,3.11,3.81,Normal
2.29,1101.65,2,2.71,2.08,Normal
0.75,639.99,2,6.22,4.08,Normal
24.56,27.65,5,0.95,8.5,Attack
1.16,451.33,1,5.82,4.97,Normal
2.12,260.41,2,2.13,2.12,Normal
24.64,114.84,4,0.17,7.6,Attack
22.64,141.15,11,1.45,7.95,Attack
10.52,33.77,7,1.47,6.55,Attack
10.58,31.86,4,1.39,8.1,Attack
19.06,102.28,7,1.16,6.33,Attack
3.33,254.13,0,8.1,2.15,Normal
2.67,340.55,0,7.44,4.96,Normal
4.88,275.37,0,4.29,2.59,Normal
4.31,982.4,0,2.24,2.9,Normal
4.34,536.75,1,9.63,2.16,Normal
4.22,561.55,0,3.04,3.85,Normal
13.12,51.83,15,0.63,6.95,Attack
3.9,361.63,0,7.58,4.73,Normal
18.7,105.05,5,0.55,8.62,Attack
15.59,100.1,6,0.94,6.01,Attack
1.44,398.92,2,5.76,3.12,Normal
24.1,68.71,13,0.82,6.91,Attack
3.48,1036.9,0,1.11,2.49,Normal
3.55,355.32,2,3.27,2.12,Normal
